arXiv ID,Primary category,Journal,Is proceedings,Presents new numerical results,UK authors,Generates field configurations,Specifies software used for configuration generation,Software used for configuration generation,Repository/hosting service for configuration generation code,Performs measurements,Specifies software used for measurement,Software used for measurements,Repository/hosting service for measurement code,Uses existing configurations,Configuration hosting infrastructure acknowledged,Cites existing configurations,Configurations generated by,Reanalyses other existing data,Cites other existing data,Publishes data,Data available on request?,Repository used for data,Specifies software used for analysis,Software used for analysis,Repository/hosting service for analysis code,Publishes parts of analysis,Publishes full analysis,Acknowledges an HPC centre,Acknowledges Supercomputing Wales,Acknowledges DiRAC,Review paper,Cites any other software,Comments
2111.11929,hep-lat, ,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,RBC-UKQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.11942,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,Y,Paper citation,N,N,,Data repository citation,"Scipy, lsqfit",Zenodo,N,N,N,N,N,N,,
2111.11951,hep-th, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.12120,hep-lat,PoS,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.12125,hep-lat,EPJ Web Conf.,Y,N?,Y,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,Y,Y,Y,,Coauthored by self
2111.12223,cond-mat.stat-mech, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,Footnote/inline URL,"Name-drops Itensor, Uni10, Tensoroperations, TeNPy, Tensortrace, Tenes"
2111.12462,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Data repository citation,SIMULATeQCD,Unibi,Y,,Paper citation,(Altenkort et al),Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.12599,hep-lat,Phys.Rev.D,N,Y,N,Y,Paper citation,SIMULATeQCD,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.12645,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.12695,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,URL citation,openQCD,Personal website,Y,Paper citation,"openQCD, PRIMME",,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.12734,hep-lat,JHEP,N,Y,N,N,,,,Y,URL citation,QC3_release,GitHub,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.12739,hep-ph,Science,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.12774,hep-lat, ,N,Y,Y,Y,No,,,Y,No,,,N,,,,N,,N,N,,Mentioned by name,"Available on request, MPFR, GSL",Available on request,N,N,Y,N,N,N,Footnote/inline URL,Refers to rmsd on GitHub
2111.12972,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,RBC-UKQCD,Y,Paper citation,N,N,,No,,,N,N,Y,N,Y,N,,
2111.13007,hep-lat, ,N,Y,N,N,,,,N,,,,N,,,,N,,Y,N,GitLab,URL citation,bootstrap,GitLab,Y,Y,N,N,N,N,,
2111.13029,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13067,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13092,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.13100,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13205,cond-mat.str-el, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13455,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,Y,,Paper citation,RQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.13467,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13488,hep-lat, ,N,Y,N,N,Paper citation,openQCD,Personal website,Y,Paper citation,"Chroma (modified), IDFLS",,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,Cites the Journal of Large Scale Facilities
2111.13620,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13780,hep-lat,Phys.Rev.D,N,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.13961,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,Paper citation,"Includes references for Chroma, QUDA, QPhiX but does not cite in text"
2111.13975,hep-lat,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.14063,cond-mat.stat-mech, ,N,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,Y,,No,,,N,N,N,N,N,N,,
2111.14191,nucl-th, ,N,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,Includes pseudocode implementation
2111.14376,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.14418,hep-ph,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.14424,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,(Lubicz et al),Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.14442,hep-lat, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.14544,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,Paper citation,HiRep (modified),,Y,Paper citation,HiRep (modified),,N,,,,N,,N,N,,No,,,N,N,Y,Y,Y,N,,Coauthored by self
2111.14563,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,Paper citation,"Chroma, QPhiX",,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.14578,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.14652,hep-th, ,N,Y,Y,N?,,,,N?,,,,N,,,,N,,N,N,,URL citation,"MPSKit, TensorKit",GitHub,N,N,N,N,N,N,,
2111.14662,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.14669,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.14676,quant-ph,Phys.Rev.D,N,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.14685,math-ph, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.14697,hep-lat,PoS,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.14698,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,Y,N,N,N,,
2111.14710,hep-lat, ,N,Y,N,Y?,Paper citation,"tmLQCD, QPhiX, DD𝛼AMG",,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.14760,hep-ph, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,"NNSpectrum, PyTorch, Tensorflow",GitHub,Y,N,N,N,N,N,,
2111.14958,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,Footnote/inline URL,
2111.15022,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.15095,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15103,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15134,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.15138,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,Bridge++ (modified),,Y,"ILDG, JLDG",Paper citation,PACS-CS,N,,N,N,,,,,N,N,Y,N,N,N,,
2111.15167,hep-lat,Phys.Rev.D,N,Y,N,N,,,,Y,URL citation,Bridge++ (modified),,Y,"ILDG, JLDG",Paper citation,PACS-CS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15194,hep-lat, ,N,Y,N,N,,,,Y,URL citation,"Qlua, Grid","Institutional website, GitHub",Y,,Paper citation,RBC-UKQCD,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.15252,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,JLQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15316,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.15325,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ALPHA,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15329,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2111.15335,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15384,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ALPHA,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15421,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,Y,,Paper citation,ETMC,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.15437,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,"HotQCD, TUMQCD",N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15447,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,Mentioned by name,R,,N,N,N,N,N,N,Paper citation,Cites Kokkos
2111.15522,quant-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.15529,hep-th,PTEP,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2111.15544,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Paper citation,"Chroma, QPhiX, QUDA",,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.15562,gr-qc,PoS,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2111.15563,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,URL citation,Bridge++,Instit,Y,"ILDG, JLDG",Paper citation,PACS-CS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2111.15614,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,RBC-UKQCD,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2111.15621,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,Y,No,,,Y?,,Paper citation,(Goswami et al),N,,N,N,,No,,,N,N,N,N,N,N,,
2112.00030,hep-ph,EPJ Web Conf.,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,Y?,,
2112.00043,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00062,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.00083,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00127,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Mentioned by name,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00128,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,Y,,
2112.00150,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00153,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.00184,hep-lat, ,N,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00261,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.00318,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Mentioned by name,HotQCD,,Y,Mentioned by name,HotQCD (modified),,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00392,cond-mat.stat-mech,Phys.Rev.E,N,Y,N,N?,,,,N?,,,,N,,,,N?,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00426,quant-ph,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,"SPSA, Qiskit, nftopt",GitHub,N,N,N,N,N,N,,
2112.00450,hep-lat, ,N,Y,Y,N,,,,Y,No,,,Y,,Paper citation,(Cè et al),N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00460,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.00465,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,Mentioned by name,HotQCD,,Y,Mentioned by name,HotQCD (modified),,Y,,Paper citation,(Ding et al),N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00501,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"QWS, Bridge++ (pre-release)",,Y,JLDG,Paper citation,"PACS, PACS-CS, (Yamazaki et al)",N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00563,hep-lat,PoS,Y,Y,Y,Y,Paper citation,"QDP++, openQCD",,Y,Paper citation,"QDP++, openQCD",,Y,,Mentioned by name,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00586,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00637,nlin.CD, ,N,Y,N,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.00664,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,"HotQCD, TUMQCD",N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00666,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.00742,cond-mat.str-el, ,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.00756,cond-mat.str-el, ,N,Y,Y,Y?,No,,,Y?,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,"Claims data are available, but gives an invalid DOI"
2112.00788,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Mentioned by name,MILC,,Y,,Paper citation,"HotQCD, TUMQCD",N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00878,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,URL citation,"openQCD, QDP++, FFTW",Personal website,Y,,Paper citation,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00927,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.00929,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,Bridge++ (modified),,Y,"ILDG, JLDG",Paper citation,CP-PACS,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.01032,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01045,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01066,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,Y,No,N,N,,No,,,N,N,Y,N,N,N,,
2112.01145,hep-lat,EPJ Web Conf.,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.01158,hep-lat, ,N,Y,Y,Y,Mentioned by name,Grid,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01392,nucl-th,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01395,nucl-th, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.01407,hep-ph,JHEP,N,Y,N,Y,URL citation,openQCD (modified),Personal website,Y,URL citation,openQCD (modified),Institutional website,N,,,,N,,Y,N,Zenodo,No,,,N,N,N,N,N,N,,
2112.01414,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,N?,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.01582,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,URL citation,l2hmc-qcd,GitHub,Y,URL citation,l2hmc-qcd,GitHub,N,,,,N,,N,N,,Paper citation,"Python, Matplotlib, Numpy, TensorFlow, Seaborn, IPython, Arviz",Zenodo,N,N,Y,N,N,N,,
2112.01586,cs.LG,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,URL citation,l2hmc-qcd,GitHub,Y,URL citation,l2hmc-qcd,GitHub,N,,,,N,,N,N,,Paper citation,"Python, Matplotlib, Numpy, TensorFlow, Seaborn, IPython, Arviz",Zenodo,N,N,Y,N,N,N,,
2112.01597,gr-qc, ,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,CCSEV-LQG,GitHub,Y,N,N,N,N,N,,
2112.01599,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,"FASTSUM, HadSpec",N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2112.01682,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,URL citation,Bridge++ (modified),Institutional website,N,"ILDG, JLDG",,,N,,N,N,,No,,,N,N,Y,N,N,N,Paper citation,Acknowledges cuLGT without specifying usage
2112.01805,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01852,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,Paper citation,"Grid, GPT",,N,N,Y,N,N,N,,Technical paper on Grid optimisation
2112.01906,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,N,,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.01911,hep-lat,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,Y,N,Y?,No,CL2QCD,,Y,No,(Reisinger),,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01964,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.01968,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,N,,,,N,,,,N?,,N,N,,No,,,N,N,N,N,N,N,,
2112.01997,hep-lat, ,N,Y,N,N,,,,Y,Paper citation,openQCD (modified),,Y,,Paper citation,CLS,N,,N,N,,Mentioned by name,Keras,,N,N,Y,N,N,N,,
2112.02011,hep-ph,JHEP,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.02075,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,"FASTSUM, HadSpec",N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2112.02090,hep-lat,Symmetry,N,N,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,GAP,Dedicated website,N,N,N,N,N,N,,
2112.02106,hep-th,Phys.Rev.D,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,Y,N,GitLab,Footnote/inline URL,hyperion-projects,GitLab,Y,Y?,Y,N,N,N,,"Mentions an attached Mathematica notebook, but no such notebook is attached"
2112.02116,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Paper citation,"FASTSUM, HadSpec",N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2112.02120,hep-lat,PoS,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,(Yoon et al),N,,N,N,,URL citation,D-Wave Ocean,Dedicated website,N,N,Y,N,N,N,,
2112.02127,hep-lat,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,Y,N,Y?,No,,,Y,Mentioned by name,(Koma),,N?,,,,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.02134,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N?,,,,Y,No,,,Y,,Paper citation,"(Giordano et al), (Borsanyi et al)",N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.02208,hep-lat,Phys.Rev.Lett.,N,Y,N,N,,,,Y,No,,,Y,,Paper citation,HotQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.02261,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.02266,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y,No,,,Y,No,,,Y,,Paper citation,TWQCD,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.02282,hep-lat, ,N,Y,N,Y?,No,,,Y,Paper citation,SIMULATeQCD,Unibi,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.02402,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.02647,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,N,,,,Y,No,,,Y,,Mentioned by name,CLS,N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.02924,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,N,,N,N,,No,,,N,N,N,N,N,N,,
2112.02982,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,Y?,No,,,Y,No,,,N?,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.02988,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,Y,Y,No,,,Y,No,,,N,,,,N,,N,N,,No,,,N,N,Y,Y,Y,N,,
2112.03047,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Mentioned by name,CLS,Y,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.03054,quant-ph,Phys.Rev.A,N,Y,N,N,,,,N,,,,N,,,,N,,N,N,,URL citation,Mitiq,GitHub,N,N,Y,N,N,N,,
2112.03124,hep-lat, ,N,Y,N,N,,,,Y,Paper citation,Chroma,,Y,,Paper citation,MILC,Y?,Paper citation,N,N,,No,,,N,N,Y,N,N,N,,
2112.03157,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,Y,N,N,N,,Re-presents data from 2010.15714
2112.03198,nucl-th, ,N,Y,N,N,,,,N,,,,N,,,,Y,Paper citation,N,N,,No,,,N,N,N,N,N,N,,
2112.03317,hep-th,Proceedings of 33rd International (ONLINE) Workshop on High Energy Physics ,Y,N,N,N,,,,N,,,,N,,,,N,,N,N,,,,,N,N,N,N,N,N,,
2112.03532,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,Paper citation,"GWU-code, HIP",,Y,,Paper citation,"RBC-UKQCD, MILC",N,,N,N,,No,,,N,N,Y,N,N,N,,
2112.03586,hep-lat,Proceedings of 38th International Symposium on Lattice Field Theory,Y,Y,N,N,,,,Y,No,,,Y,,Paper citation,ETMC,N,,N,N,,No,,,N,N,N,N,N,N,,
